id|cocktail_id|ingredient_id|portion|created_at|updated_at
1636|393|26|3/4 oz|2022-12-10 17:54:51.590684|2022-12-10 17:54:51.590684
1637|393|272|3/4 oz|2022-12-10 17:54:51.695564|2022-12-10 17:54:51.695564
1638|393|189|3/4 oz|2022-12-10 17:54:51.701457|2022-12-10 17:54:51.701457
1639|393|273|1/2 oz|2022-12-10 17:54:51.806189|2022-12-10 17:54:51.806189
1640|394|26|""|2022-12-10 17:54:51.812341|2022-12-10 17:54:51.812341
1641|394|36|""|2022-12-10 17:54:51.817904|2022-12-10 17:54:51.817904
1642|394|189|""|2022-12-10 17:54:51.824099|2022-12-10 17:54:51.824099
1643|395|26|1/3 oz|2022-12-10 17:54:51.83012|2022-12-10 17:54:51.83012
1644|395|94|1/3 oz|2022-12-10 17:54:51.83602|2022-12-10 17:54:51.83602
1645|395|189|1/3 oz|2022-12-10 17:54:51.841907|2022-12-10 17:54:51.841907
1646|396|26|3/4 oz|2022-12-10 17:54:51.847644|2022-12-10 17:54:51.847644
1647|396|65|3/4 oz|2022-12-10 17:54:51.856818|2022-12-10 17:54:51.856818
1648|396|142|Fill with|2022-12-10 17:54:51.863015|2022-12-10 17:54:51.863015
1649|397|26|""|2022-12-10 17:54:51.86907|2022-12-10 17:54:51.86907
1650|397|94|""|2022-12-10 17:54:51.874928|2022-12-10 17:54:51.874928
1651|397|189|""|2022-12-10 17:54:51.880771|2022-12-10 17:54:51.880771
1652|398|26|1 oz|2022-12-10 17:54:51.886964|2022-12-10 17:54:51.886964
1653|398|94|1 oz|2022-12-10 17:54:51.893008|2022-12-10 17:54:51.893008
1654|398|150|1 oz|2022-12-10 17:54:51.901063|2022-12-10 17:54:51.901063
1655|398|189|1 oz|2022-12-10 17:54:51.907255|2022-12-10 17:54:51.907255
1656|402|26|2 parts|2022-12-10 17:54:51.913329|2022-12-10 17:54:51.913329
1657|402|233|1/2 part|2022-12-10 17:54:51.919354|2022-12-10 17:54:51.919354
1658|402|274|1 part|2022-12-10 17:54:52.042775|2022-12-10 17:54:52.042775
1659|402|189|2 parts|2022-12-10 17:54:52.048471|2022-12-10 17:54:52.048471
1660|402|273|4 parts|2022-12-10 17:54:52.054324|2022-12-10 17:54:52.054324
1661|403|26|1 part|2022-12-10 17:54:52.060506|2022-12-10 17:54:52.060506
1662|403|189|1 part|2022-12-10 17:54:52.066301|2022-12-10 17:54:52.066301
1663|403|93|1 part|2022-12-10 17:54:52.072029|2022-12-10 17:54:52.072029
1664|404|68|6 oz hot|2022-12-10 17:54:52.077918|2022-12-10 17:54:52.077918
1665|404|31|1 shot|2022-12-10 17:54:52.084814|2022-12-10 17:54:52.084814
1666|404|189|3/4 shot|2022-12-10 17:54:52.092101|2022-12-10 17:54:52.092101
1667|405|25|1 tsp|2022-12-10 17:54:52.097928|2022-12-10 17:54:52.097928
1668|405|68|8 oz|2022-12-10 17:54:52.103879|2022-12-10 17:54:52.103879
1669|405|31|1 1/2 oz|2022-12-10 17:54:52.109878|2022-12-10 17:54:52.109878
1670|405|218|1 tblsp|2022-12-10 17:54:52.115788|2022-12-10 17:54:52.115788
1671|406|134|1|2022-12-10 17:54:52.121803|2022-12-10 17:54:52.121803
1672|406|73|1 slice|2022-12-10 17:54:52.131138|2022-12-10 17:54:52.131138
1673|406|103|1 oz|2022-12-10 17:54:52.138546|2022-12-10 17:54:52.138546
1674|406|275|1/2 oz|2022-12-10 17:54:52.248755|2022-12-10 17:54:52.248755
1675|406|31|1 oz|2022-12-10 17:54:52.254811|2022-12-10 17:54:52.254811
1676|406|105|1 oz|2022-12-10 17:54:52.261171|2022-12-10 17:54:52.261171
1677|407|56|Juice of 1/2|2022-12-10 17:54:52.267249|2022-12-10 17:54:52.267249
1678|407|36|1 tsp|2022-12-10 17:54:52.273483|2022-12-10 17:54:52.273483
1679|407|32|1 1/2 oz|2022-12-10 17:54:52.279396|2022-12-10 17:54:52.279396
1680|408|139|cubes|2022-12-10 17:54:52.285607|2022-12-10 17:54:52.285607
1681|408|50|""|2022-12-10 17:54:52.292301|2022-12-10 17:54:52.292301
1682|408|22|""|2022-12-10 17:54:52.300062|2022-12-10 17:54:52.300062
1683|408|34|""|2022-12-10 17:54:52.305677|2022-12-10 17:54:52.305677
1684|408|52|""|2022-12-10 17:54:52.311235|2022-12-10 17:54:52.311235
1685|409|133|1 piece|2022-12-10 17:54:52.31698|2022-12-10 17:54:52.31698
1686|409|134|1|2022-12-10 17:54:52.322776|2022-12-10 17:54:52.322776
1687|409|218|1|2022-12-10 17:54:52.32852|2022-12-10 17:54:52.32852
1688|409|254|1 shot|2022-12-10 17:54:52.33414|2022-12-10 17:54:52.33414
1689|409|276|4 oz|2022-12-10 17:54:52.442226|2022-12-10 17:54:52.442226
1690|409|35|2 shots|2022-12-10 17:54:52.447767|2022-12-10 17:54:52.447767
1691|409|52|1 oz|2022-12-10 17:54:52.453509|2022-12-10 17:54:52.453509
1692|409|213|2 scoops|2022-12-10 17:54:52.459301|2022-12-10 17:54:52.459301
1693|410|137|3/4 oz|2022-12-10 17:54:52.465225|2022-12-10 17:54:52.465225
1694|410|35|3/4 oz white|2022-12-10 17:54:52.470924|2022-12-10 17:54:52.470924
1695|410|226|3/4 oz|2022-12-10 17:54:52.476831|2022-12-10 17:54:52.476831
1696|411|80|1 whole|2022-12-10 17:54:52.482734|2022-12-10 17:54:52.482734
1697|411|37|1 1/2 oz|2022-12-10 17:54:52.491867|2022-12-10 17:54:52.491867
1698|411|146|""|2022-12-10 17:54:52.497745|2022-12-10 17:54:52.497745
1699|411|137|2 tsp|2022-12-10 17:54:52.50335|2022-12-10 17:54:52.50335
1700|411|138|1 tsp|2022-12-10 17:54:52.508948|2022-12-10 17:54:52.508948
1701|412|43|1/2 oz cream|2022-12-10 17:54:52.514874|2022-12-10 17:54:52.514874
1702|412|277|1 1/2 oz|2022-12-10 17:54:52.622678|2022-12-10 17:54:52.622678
1703|412|38|1 oz|2022-12-10 17:54:52.628056|2022-12-10 17:54:52.628056
1704|413|40|1 pint Jamaican|2022-12-10 17:54:52.63387|2022-12-10 17:54:52.63387
1705|413|17|1 quart black|2022-12-10 17:54:52.639199|2022-12-10 17:54:52.639199
1706|413|12|1/2 pint|2022-12-10 17:54:52.644473|2022-12-10 17:54:52.644473
1707|413|39|1 fifth|2022-12-10 17:54:52.649883|2022-12-10 17:54:52.649883
1708|413|159|1 1/2 oz|2022-12-10 17:54:52.655208|2022-12-10 17:54:52.655208
1709|413|48|1/2 pint|2022-12-10 17:54:52.660461|2022-12-10 17:54:52.660461
1710|413|201|1 quart|2022-12-10 17:54:52.666643|2022-12-10 17:54:52.666643
1711|413|103|1 pint|2022-12-10 17:54:52.674675|2022-12-10 17:54:52.674675
1712|414|25|60 gr|2022-12-10 17:54:52.680708|2022-12-10 17:54:52.680708
1713|414|70|125 ml|2022-12-10 17:54:52.68672|2022-12-10 17:54:52.68672
1714|414|278|3|2022-12-10 17:54:52.804167|2022-12-10 17:54:52.804167
1715|414|279|1|2022-12-10 17:54:52.914115|2022-12-10 17:54:52.914115
1716|414|39|1 L|2022-12-10 17:54:52.919693|2022-12-10 17:54:52.919693
1717|414|128|1 tblsp|2022-12-10 17:54:52.925366|2022-12-10 17:54:52.925366
1718|415|39|2 oz|2022-12-10 17:54:52.931352|2022-12-10 17:54:52.931352
1719|415|36|1 oz|2022-12-10 17:54:52.937003|2022-12-10 17:54:52.937003
1720|415|181|""|2022-12-10 17:54:52.942795|2022-12-10 17:54:52.942795
1721|416|25|1/2 cup|2022-12-10 17:54:52.948352|2022-12-10 17:54:52.948352
1722|416|278|""|2022-12-10 17:54:52.95427|2022-12-10 17:54:52.95427
1723|416|279|""|2022-12-10 17:54:52.96377|2022-12-10 17:54:52.96377
1724|416|39|1 bottle|2022-12-10 17:54:52.970714|2022-12-10 17:54:52.970714
1725|416|48|1 cup|2022-12-10 17:54:52.977688|2022-12-10 17:54:52.977688
1726|416|103|1 cup|2022-12-10 17:54:52.984584|2022-12-10 17:54:52.984584
1727|417|280|1 large|2022-12-10 17:54:53.092487|2022-12-10 17:54:53.092487
1728|417|83|1 large|2022-12-10 17:54:53.09848|2022-12-10 17:54:53.09848
1729|417|25|1 cup|2022-12-10 17:54:53.105242|2022-12-10 17:54:53.105242
1730|417|12|3-4 oz plain|2022-12-10 17:54:53.112456|2022-12-10 17:54:53.112456
1731|417|73|1 large|2022-12-10 17:54:53.119646|2022-12-10 17:54:53.119646
1732|417|39|1 1/2 L|2022-12-10 17:54:53.126704|2022-12-10 17:54:53.126704
1733|417|142|""|2022-12-10 17:54:53.14095|2022-12-10 17:54:53.14095
1734|418|39|1/3 part|2022-12-10 17:54:53.148656|2022-12-10 17:54:53.148656
1735|418|211|1/3 part|2022-12-10 17:54:53.155753|2022-12-10 17:54:53.155753
1736|418|103|1/3 part|2022-12-10 17:54:53.162859|2022-12-10 17:54:53.162859
1737|418|227|1 shot|2022-12-10 17:54:53.170538|2022-12-10 17:54:53.170538
1738|419|56|wedges|2022-12-10 17:54:53.178069|2022-12-10 17:54:53.178069
1739|419|280|1 cup|2022-12-10 17:54:53.187677|2022-12-10 17:54:53.187677
1740|419|83|""|2022-12-10 17:54:53.195373|2022-12-10 17:54:53.195373
1741|419|25|1 cup|2022-12-10 17:54:53.202438|2022-12-10 17:54:53.202438
1742|419|70|2 cups hot|2022-12-10 17:54:53.209178|2022-12-10 17:54:53.209178
1743|419|281|""|2022-12-10 17:54:53.319756|2022-12-10 17:54:53.319756
1744|419|73|wedges|2022-12-10 17:54:53.326193|2022-12-10 17:54:53.326193
1745|419|39|2 bottles|2022-12-10 17:54:53.331892|2022-12-10 17:54:53.331892
1746|420|139|cubes|2022-12-10 17:54:53.337948|2022-12-10 17:54:53.337948
1747|420|39|2 oz white or|2022-12-10 17:54:53.343787|2022-12-10 17:54:53.343787
1748|420|181|5 oz|2022-12-10 17:54:53.350144|2022-12-10 17:54:53.350144
1749|422|40|4.5 cl|2022-12-10 17:54:53.356416|2022-12-10 17:54:53.356416
1750|422|65|1.5 cl|2022-12-10 17:54:53.363106|2022-12-10 17:54:53.363106
1751|422|192|top up|2022-12-10 17:54:53.370478|2022-12-10 17:54:53.370478
1752|422|30|1 dash|2022-12-10 17:54:53.376703|2022-12-10 17:54:53.376703
1753|422|47|6 cl|2022-12-10 17:54:53.382754|2022-12-10 17:54:53.382754
1754|423|40|1 shot|2022-12-10 17:54:53.389014|2022-12-10 17:54:53.389014
1755|423|192|Top|2022-12-10 17:54:53.394923|2022-12-10 17:54:53.394923
1756|423|197|Garnish with|2022-12-10 17:54:53.400882|2022-12-10 17:54:53.400882
1757|423|250|1 shot|2022-12-10 17:54:53.407736|2022-12-10 17:54:53.407736
1758|423|47|Dash|2022-12-10 17:54:53.415488|2022-12-10 17:54:53.415488
1759|424|40|2 shots|2022-12-10 17:54:53.421674|2022-12-10 17:54:53.421674
1760|424|25|Ground|2022-12-10 17:54:53.427191|2022-12-10 17:54:53.427191
1761|424|146|Top|2022-12-10 17:54:53.433349|2022-12-10 17:54:53.433349
1762|424|24|1 dash|2022-12-10 17:54:53.439056|2022-12-10 17:54:53.439056
1763|424|132|1 shot|2022-12-10 17:54:53.444962|2022-12-10 17:54:53.444962
1764|424|30|1 shot|2022-12-10 17:54:53.450923|2022-12-10 17:54:53.450923
1765|425|40|1 shot|2022-12-10 17:54:53.45843|2022-12-10 17:54:53.45843
1766|425|68|1 shot|2022-12-10 17:54:53.464109|2022-12-10 17:54:53.464109
1767|425|71|1 shot|2022-12-10 17:54:53.469587|2022-12-10 17:54:53.469587
1768|425|282|1/2 shot|2022-12-10 17:54:53.579272|2022-12-10 17:54:53.579272
1769|426|40|2 shots|2022-12-10 17:54:53.585147|2022-12-10 17:54:53.585147
1770|426|83|Juice of 1/2|2022-12-10 17:54:53.590952|2022-12-10 17:54:53.590952
1771|426|142|Top|2022-12-10 17:54:53.596613|2022-12-10 17:54:53.596613
1772|426|283|1 shot|2022-12-10 17:54:53.689669|2022-12-10 17:54:53.689669
1773|426|284|1 shot|2022-12-10 17:54:53.795162|2022-12-10 17:54:53.795162
1774|427|40|12 parts|2022-12-10 17:54:53.801016|2022-12-10 17:54:53.801016
1775|427|30|3 parts|2022-12-10 17:54:53.806553|2022-12-10 17:54:53.806553
1776|427|41|8 parts|2022-12-10 17:54:53.812474|2022-12-10 17:54:53.812474
1777|427|136|3 parts|2022-12-10 17:54:53.818064|2022-12-10 17:54:53.818064
1778|428|40|1/6 glass|2022-12-10 17:54:53.823783|2022-12-10 17:54:53.823783
1779|428|70|1/2 glass cold|2022-12-10 17:54:53.82927|2022-12-10 17:54:53.82927
1780|428|68|1/6 glass strong black|2022-12-10 17:54:53.835045|2022-12-10 17:54:53.835045
1781|428|218|""|2022-12-10 17:54:53.84167|2022-12-10 17:54:53.84167
1782|429|40|40 ml|2022-12-10 17:54:53.849082|2022-12-10 17:54:53.849082
1783|429|131|Garnish with|2022-12-10 17:54:53.854979|2022-12-10 17:54:53.854979
1784|429|196|20 ml|2022-12-10 17:54:53.860983|2022-12-10 17:54:53.860983
1785|429|30|30 ml|2022-12-10 17:54:53.866799|2022-12-10 17:54:53.866799
1786|429|171|Dash|2022-12-10 17:54:53.873031|2022-12-10 17:54:53.873031
1787|429|285|15 ml|2022-12-10 17:54:53.980462|2022-12-10 17:54:53.980462
1788|430|40|2 oz light or dark|2022-12-10 17:54:53.986547|2022-12-10 17:54:53.986547
1789|430|83|1|2022-12-10 17:54:53.992378|2022-12-10 17:54:53.992378
1790|430|181|4 oz|2022-12-10 17:54:53.998109|2022-12-10 17:54:53.998109
1791|431|139|crushed|2022-12-10 17:54:54.003792|2022-12-10 17:54:54.003792
1792|431|40|mikey bottle|2022-12-10 17:54:54.012284|2022-12-10 17:54:54.012284
1793|431|130|large bottle|2022-12-10 17:54:54.018335|2022-12-10 17:54:54.018335
1794|431|236|355 ml frozen|2022-12-10 17:54:54.025719|2022-12-10 17:54:54.025719
1795|431|103|355 ml frozen|2022-12-10 17:54:54.032615|2022-12-10 17:54:54.032615
1796|432|40|2 oz light or dark|2022-12-10 17:54:54.038622|2022-12-10 17:54:54.038622
1797|432|70|2 tsp|2022-12-10 17:54:54.044406|2022-12-10 17:54:54.044406
1798|432|128|1 twist of|2022-12-10 17:54:54.050227|2022-12-10 17:54:54.050227
1799|432|138|2 tsp|2022-12-10 17:54:54.056094|2022-12-10 17:54:54.056094
1800|434|40|1 1/2 oz|2022-12-10 17:54:54.061886|2022-12-10 17:54:54.061886
1801|434|286|1 tsp|2022-12-10 17:54:54.166338|2022-12-10 17:54:54.166338
1802|434|287|1 1/2 oz|2022-12-10 17:54:54.273095|2022-12-10 17:54:54.273095
1803|434|36|1 tsp|2022-12-10 17:54:54.278515|2022-12-10 17:54:54.278515
1804|434|30|1 tsp|2022-12-10 17:54:54.284177|2022-12-10 17:54:54.284177
1805|434|148|1 oz|2022-12-10 17:54:54.289758|2022-12-10 17:54:54.289758
1806|434|153|1 drop|2022-12-10 17:54:54.295689|2022-12-10 17:54:54.295689
1807|435|25|1/2 tsp superfine|2022-12-10 17:54:54.301408|2022-12-10 17:54:54.301408
1808|435|70|1 tsp|2022-12-10 17:54:54.306955|2022-12-10 17:54:54.306955
1809|435|42|1 tsp|2022-12-10 17:54:54.312394|2022-12-10 17:54:54.312394
1810|435|20|2 oz|2022-12-10 17:54:54.320274|2022-12-10 17:54:54.320274
1811|435|128|1 twist of|2022-12-10 17:54:54.326751|2022-12-10 17:54:54.326751
1812|435|288|2 dashes|2022-12-10 17:54:54.433426|2022-12-10 17:54:54.433426
1813|436|80|1 whole|2022-12-10 17:54:54.439399|2022-12-10 17:54:54.439399
1814|436|50|""|2022-12-10 17:54:54.44513|2022-12-10 17:54:54.44513
1815|436|146|""|2022-12-10 17:54:54.450511|2022-12-10 17:54:54.450511
1816|436|43|2 oz cream|2022-12-10 17:54:54.456052|2022-12-10 17:54:54.456052
1817|436|138|1 tsp|2022-12-10 17:54:54.461404|2022-12-10 17:54:54.461404
1818|437|80|1 whole|2022-12-10 17:54:54.467013|2022-12-10 17:54:54.467013
1819|437|146|""|2022-12-10 17:54:54.47238|2022-12-10 17:54:54.47238
1820|437|43|1 1/2 oz cream|2022-12-10 17:54:54.478557|2022-12-10 17:54:54.478557
1821|437|137|2 tsp|2022-12-10 17:54:54.485978|2022-12-10 17:54:54.485978
1822|437|138|1 tsp|2022-12-10 17:54:54.491631|2022-12-10 17:54:54.491631
1823|438|56|Chopped|2022-12-10 17:54:54.49727|2022-12-10 17:54:54.49727
1824|438|44|1 shot|2022-12-10 17:54:54.502729|2022-12-10 17:54:54.502729
1825|438|55|Top|2022-12-10 17:54:54.508496|2022-12-10 17:54:54.508496
1826|438|289|1 shot|2022-12-10 17:54:54.613334|2022-12-10 17:54:54.613334
1827|460|139|cubes|2022-12-10 17:54:54.618744|2022-12-10 17:54:54.618744
1828|460|290|""|2022-12-10 17:54:54.732445|2022-12-10 17:54:54.732445
1829|460|249|1/3 part|2022-12-10 17:54:54.737666|2022-12-10 17:54:54.737666
1830|460|88|2/3 part|2022-12-10 17:54:54.743237|2022-12-10 17:54:54.743237
1831|440|44|2 oz|2022-12-10 17:54:54.748577|2022-12-10 17:54:54.748577
1832|440|255|1/2 oz|2022-12-10 17:54:54.754026|2022-12-10 17:54:54.754026
1833|440|48|1 oz|2022-12-10 17:54:54.759318|2022-12-10 17:54:54.759318
1834|441|65|1 part|2022-12-10 17:54:54.767621|2022-12-10 17:54:54.767621
1835|441|48|3 parts|2022-12-10 17:54:54.773079|2022-12-10 17:54:54.773079
1836|441|66|5 parts|2022-12-10 17:54:54.780868|2022-12-10 17:54:54.780868
1837|441|291|1 part|2022-12-10 17:54:54.880779|2022-12-10 17:54:54.880779
1838|442|139|""|2022-12-10 17:54:54.886625|2022-12-10 17:54:54.886625
1839|442|65|2 1/2 shots|2022-12-10 17:54:54.892613|2022-12-10 17:54:54.892613
1840|442|130|""|2022-12-10 17:54:54.89845|2022-12-10 17:54:54.89845
1841|443|83|wedge|2022-12-10 17:54:54.904304|2022-12-10 17:54:54.904304
1842|443|25|Bacardi|2022-12-10 17:54:54.909895|2022-12-10 17:54:54.909895
1843|443|65|1/2 oz|2022-12-10 17:54:54.915418|2022-12-10 17:54:54.915418
1844|443|148|""|2022-12-10 17:54:54.921602|2022-12-10 17:54:54.921602
1845|443|88|1/2 oz|2022-12-10 17:54:54.930215|2022-12-10 17:54:54.930215
1846|444|104|""|2022-12-10 17:54:54.936254|2022-12-10 17:54:54.936254
1847|444|66|2-3 oz|2022-12-10 17:54:54.941742|2022-12-10 17:54:54.941742
1848|445|130|""|2022-12-10 17:54:54.947375|2022-12-10 17:54:54.947375
1849|445|69|1 oz|2022-12-10 17:54:54.952826|2022-12-10 17:54:54.952826
1850|446|139|""|2022-12-10 17:54:54.961884|2022-12-10 17:54:54.961884
1851|446|56|""|2022-12-10 17:54:54.969577|2022-12-10 17:54:54.969577
1852|446|130|""|2022-12-10 17:54:54.977433|2022-12-10 17:54:54.977433
1853|446|69|1 1/2 cl|2022-12-10 17:54:54.983354|2022-12-10 17:54:54.983354
1854|447|180|1 splash|2022-12-10 17:54:54.989717|2022-12-10 17:54:54.989717
1855|447|36|0.5 oz|2022-12-10 17:54:54.995431|2022-12-10 17:54:54.995431
1856|447|69|1.5 oz|2022-12-10 17:54:55.000932|2022-12-10 17:54:55.000932
1857|447|103|4 oz|2022-12-10 17:54:55.006749|2022-12-10 17:54:55.006749
1858|448|292|1/3 oz|2022-12-10 17:54:55.115359|2022-12-10 17:54:55.115359
1859|448|222|1/3 oz|2022-12-10 17:54:55.121026|2022-12-10 17:54:55.121026
1860|448|75|1/3 oz|2022-12-10 17:54:55.126341|2022-12-10 17:54:55.126341
1861|450|278|6 whole|2022-12-10 17:54:55.132455|2022-12-10 17:54:55.132455
1862|450|146|1 tsp ground|2022-12-10 17:54:55.138079|2022-12-10 17:54:55.138079
1863|450|293|6 whole|2022-12-10 17:54:55.250305|2022-12-10 17:54:55.250305
1864|450|279|3 sticks|2022-12-10 17:54:55.256338|2022-12-10 17:54:55.256338
1865|450|85|6 oz frozen|2022-12-10 17:54:55.261875|2022-12-10 17:54:55.261875
1866|450|76|4 qt|2022-12-10 17:54:55.267307|2022-12-10 17:54:55.267307
1867|450|294|1 cup|2022-12-10 17:54:55.376433|2022-12-10 17:54:55.376433
1868|450|103|6 oz frozen|2022-12-10 17:54:55.382278|2022-12-10 17:54:55.382278
1869|451|86|1 bottle|2022-12-10 17:54:55.388175|2022-12-10 17:54:55.388175
1870|451|182|1 1/2 cl|2022-12-10 17:54:55.393615|2022-12-10 17:54:55.393615
1871|452|95|1/2 pint|2022-12-10 17:54:55.399247|2022-12-10 17:54:55.399247
1872|452|86|1/2 pint|2022-12-10 17:54:55.404601|2022-12-10 17:54:55.404601
1873|452|295|1 dash|2022-12-10 17:54:55.513364|2022-12-10 17:54:55.513364
1874|453|95|1/2 pint hard|2022-12-10 17:54:55.519152|2022-12-10 17:54:55.519152
1875|453|86|1/2 pint|2022-12-10 17:54:55.524577|2022-12-10 17:54:55.524577
1876|453|150|1 shot|2022-12-10 17:54:55.530053|2022-12-10 17:54:55.530053
1877|454|95|1/2 pint sweet or dry|2022-12-10 17:54:55.535579|2022-12-10 17:54:55.535579
1878|454|86|1/2 pint|2022-12-10 17:54:55.541217|2022-12-10 17:54:55.541217
1879|455|95|1/2 pint|2022-12-10 17:54:55.546709|2022-12-10 17:54:55.546709
1880|455|86|1/2 pint|2022-12-10 17:54:55.552136|2022-12-10 17:54:55.552136
1881|455|296|A little bit of|2022-12-10 17:54:55.661387|2022-12-10 17:54:55.661387
1882|456|87|0.75 oz|2022-12-10 17:54:55.667732|2022-12-10 17:54:55.667732
1883|456|297|0.25 oz|2022-12-10 17:54:55.787455|2022-12-10 17:54:55.787455
1884|457|257|15 ml|2022-12-10 17:54:55.79351|2022-12-10 17:54:55.79351
1885|457|83|1|2022-12-10 17:54:55.799115|2022-12-10 17:54:55.799115
1886|457|278|2|2022-12-10 17:54:55.804689|2022-12-10 17:54:55.804689
1887|457|87|50 ml|2022-12-10 17:54:55.81034|2022-12-10 17:54:55.81034
1888|457|279|1|2022-12-10 17:54:55.816294|2022-12-10 17:54:55.816294
1889|458|139|1 cup crushed|2022-12-10 17:54:55.822401|2022-12-10 17:54:55.822401
1890|458|219|12 oz|2022-12-10 17:54:55.828477|2022-12-10 17:54:55.828477
1891|458|87|12 oz|2022-12-10 17:54:55.83558|2022-12-10 17:54:55.83558
1892|458|85|12 oz frozen|2022-12-10 17:54:55.84184|2022-12-10 17:54:55.84184
1893|459|103|1 oz|2022-12-10 17:54:55.847996|2022-12-10 17:54:55.847996
1894|459|88|2 oz|2022-12-10 17:54:55.854001|2022-12-10 17:54:55.854001
1895|459|185|1/2 oz|2022-12-10 17:54:55.8599|2022-12-10 17:54:55.8599
1896|459|244|1 splash|2022-12-10 17:54:55.865742|2022-12-10 17:54:55.865742
1897|1|50|3 oz|2022-12-10 17:54:55.871689|2022-12-10 17:54:55.871689
1898|1|255|1 oz|2022-12-10 17:54:55.880085|2022-12-10 17:54:55.880085
1899|1|1|1/2 oz|2022-12-10 17:54:55.887157|2022-12-10 17:54:55.887157
1900|1|238|1/2 oz|2022-12-10 17:54:55.893284|2022-12-10 17:54:55.893284
1901|1|148|1/2 oz Bacardi|2022-12-10 17:54:55.899361|2022-12-10 17:54:55.899361
1902|1|250|1 oz|2022-12-10 17:54:55.905214|2022-12-10 17:54:55.905214
1903|1|228|1 cup|2022-12-10 17:54:55.911247|2022-12-10 17:54:55.911247
1904|1|216|1 oz|2022-12-10 17:54:55.917401|2022-12-10 17:54:55.917401
1905|21|25|1/2 tsp|2022-12-10 17:54:55.926913|2022-12-10 17:54:55.926913
1906|21|1|1 1/2 oz|2022-12-10 17:54:55.934487|2022-12-10 17:54:55.934487
1907|21|143|4 chunks|2022-12-10 17:54:55.940889|2022-12-10 17:54:55.940889
1908|21|30|1 tblsp|2022-12-10 17:54:55.947179|2022-12-10 17:54:55.947179
1909|42|3|1 oz|2022-12-10 17:54:55.953577|2022-12-10 17:54:55.953577
1910|42|182|0.75 oz|2022-12-10 17:54:55.9598|2022-12-10 17:54:55.9598
1911|42|1|1 oz|2022-12-10 17:54:55.96577|2022-12-10 17:54:55.96577
1912|42|48|Dash|2022-12-10 17:54:55.973488|2022-12-10 17:54:55.973488
1913|42|174|Garnish with|2022-12-10 17:54:55.980789|2022-12-10 17:54:55.980789
1914|42|140|Dash|2022-12-10 17:54:55.986691|2022-12-10 17:54:55.986691
1915|42|5|0.75 oz|2022-12-10 17:54:55.992476|2022-12-10 17:54:55.992476
1916|66|3|1 1/2 oz|2022-12-10 17:54:55.998315|2022-12-10 17:54:55.998315
1917|66|24|2 dashes|2022-12-10 17:54:56.003889|2022-12-10 17:54:56.003889
1918|66|128|1 twist of|2022-12-10 17:54:56.009657|2022-12-10 17:54:56.009657
1919|66|9|1/2 oz|2022-12-10 17:54:56.01579|2022-12-10 17:54:56.01579
1920|66|150|1/2 oz|2022-12-10 17:54:56.024029|2022-12-10 17:54:56.024029
1921|66|141|1|2022-12-10 17:54:56.029781|2022-12-10 17:54:56.029781
1922|85|3|30 ml|2022-12-10 17:54:56.035651|2022-12-10 17:54:56.035651
1923|85|182|30 ml|2022-12-10 17:54:56.041535|2022-12-10 17:54:56.041535
1924|85|174|Garnish with|2022-12-10 17:54:56.047455|2022-12-10 17:54:56.047455
1925|85|103|90 ml|2022-12-10 17:54:56.053037|2022-12-10 17:54:56.053037
1926|104|3|2 oz|2022-12-10 17:54:56.058767|2022-12-10 17:54:56.058767
1927|104|9|1/2 oz|2022-12-10 17:54:56.065614|2022-12-10 17:54:56.065614
1928|104|47|1 tblsp|2022-12-10 17:54:56.073317|2022-12-10 17:54:56.073317
1929|461|139|Fill with|2022-12-10 17:54:56.079384|2022-12-10 17:54:56.079384
1930|461|30|1/3|2022-12-10 17:54:56.085628|2022-12-10 17:54:56.085628
1931|461|161|Top it up with|2022-12-10 17:54:56.091786|2022-12-10 17:54:56.091786
1932|461|88|2/3|2022-12-10 17:54:56.097509|2022-12-10 17:54:56.097509
1933|463|255|1/4 oz|2022-12-10 17:54:56.103628|2022-12-10 17:54:56.103628
1934|463|30|1/4 oz|2022-12-10 17:54:56.109291|2022-12-10 17:54:56.109291
1935|463|88|1 1/4 oz|2022-12-10 17:54:56.118163|2022-12-10 17:54:56.118163
1936|463|78|1/4 cup|2022-12-10 17:54:56.123865|2022-12-10 17:54:56.123865
1937|464|166|1 oz|2022-12-10 17:54:56.129954|2022-12-10 17:54:56.129954
1938|464|48|2 oz sweetened|2022-12-10 17:54:56.135556|2022-12-10 17:54:56.135556
1939|464|152|1 oz|2022-12-10 17:54:56.14123|2022-12-10 17:54:56.14123
1940|464|88|2 oz|2022-12-10 17:54:56.146691|2022-12-10 17:54:56.146691
1941|465|91|1 part Bass pale|2022-12-10 17:54:56.152508|2022-12-10 17:54:56.152508
1942|465|261|1 part|2022-12-10 17:54:56.160713|2022-12-10 17:54:56.160713
1943|466|142|2 oz|2022-12-10 17:54:56.166793|2022-12-10 17:54:56.166793
1944|466|78|2 oz|2022-12-10 17:54:56.172325|2022-12-10 17:54:56.172325
1945|466|200|0.5 oz|2022-12-10 17:54:56.17784|2022-12-10 17:54:56.17784
1946|466|93|0.5 oz|2022-12-10 17:54:56.183303|2022-12-10 17:54:56.183303
1947|467|96|1 splash|2022-12-10 17:54:56.189156|2022-12-10 17:54:56.189156
1948|467|298|3/4 oz|2022-12-10 17:54:56.307167|2022-12-10 17:54:56.307167
