id|cocktail_id|ingredient_id|portion|created_at|updated_at
1322|301|21|1 1/2 oz|2022-12-10 17:54:46.015328|2022-12-10 17:54:46.015328
1323|301|30|1 oz|2022-12-10 17:54:46.020562|2022-12-10 17:54:46.020562
1324|301|150|1 oz|2022-12-10 17:54:46.025847|2022-12-10 17:54:46.025847
1325|302|21|1/2 oz|2022-12-10 17:54:46.031319|2022-12-10 17:54:46.031319
1326|302|235|1/2 oz|2022-12-10 17:54:46.036729|2022-12-10 17:54:46.036729
1327|303|96|1 part|2022-12-10 17:54:46.042089|2022-12-10 17:54:46.042089
1328|303|21|2 shots|2022-12-10 17:54:46.047907|2022-12-10 17:54:46.047907
1329|303|236|2 part|2022-12-10 17:54:46.156534|2022-12-10 17:54:46.156534
1330|303|148|Float Bacardi|2022-12-10 17:54:46.162109|2022-12-10 17:54:46.162109
1331|304|21|2/5|2022-12-10 17:54:46.167841|2022-12-10 17:54:46.167841
1332|304|169|2/5|2022-12-10 17:54:46.173262|2022-12-10 17:54:46.173262
1333|304|36|1/5|2022-12-10 17:54:46.178333|2022-12-10 17:54:46.178333
1334|305|21|1 1/2 oz|2022-12-10 17:54:46.183606|2022-12-10 17:54:46.183606
1335|305|237|3 oz|2022-12-10 17:54:46.276919|2022-12-10 17:54:46.276919
1336|306|56|Garnish with|2022-12-10 17:54:46.28248|2022-12-10 17:54:46.28248
1337|306|229|Rimmed|2022-12-10 17:54:46.28808|2022-12-10 17:54:46.28808
1338|306|21|4 oz|2022-12-10 17:54:46.293524|2022-12-10 17:54:46.293524
1339|306|47|8 oz|2022-12-10 17:54:46.298911|2022-12-10 17:54:46.298911
1340|306|164|1 oz|2022-12-10 17:54:46.304574|2022-12-10 17:54:46.304574
1341|306|41|4 oz|2022-12-10 17:54:46.310069|2022-12-10 17:54:46.310069
1342|307|3|1 oz|2022-12-10 17:54:46.315521|2022-12-10 17:54:46.315521
1343|307|40|1 oz|2022-12-10 17:54:46.324862|2022-12-10 17:54:46.324862
1344|307|22|1 oz|2022-12-10 17:54:46.333003|2022-12-10 17:54:46.333003
1345|307|21|1 oz|2022-12-10 17:54:46.339632|2022-12-10 17:54:46.339632
1346|307|238|1 oz|2022-12-10 17:54:46.445925|2022-12-10 17:54:46.445925
1347|307|9|1 oz|2022-12-10 17:54:46.451564|2022-12-10 17:54:46.451564
1348|307|93|1 oz|2022-12-10 17:54:46.457383|2022-12-10 17:54:46.457383
1349|307|239|1 oz|2022-12-10 17:54:46.562574|2022-12-10 17:54:46.562574
1350|308|21|2 oz|2022-12-10 17:54:46.570713|2022-12-10 17:54:46.570713
1351|308|132|1|2022-12-10 17:54:46.576817|2022-12-10 17:54:46.576817
1352|308|36|3/4 oz|2022-12-10 17:54:46.582468|2022-12-10 17:54:46.582468
1353|308|130|""|2022-12-10 17:54:46.588614|2022-12-10 17:54:46.588614
1354|308|48|1 tblsp|2022-12-10 17:54:46.594457|2022-12-10 17:54:46.594457
1355|309|97|1 part|2022-12-10 17:54:46.600398|2022-12-10 17:54:46.600398
1356|309|21|1 shot|2022-12-10 17:54:46.607427|2022-12-10 17:54:46.607427
1357|310|83|1/2 slice|2022-12-10 17:54:46.614617|2022-12-10 17:54:46.614617
1358|310|134|1|2022-12-10 17:54:46.620462|2022-12-10 17:54:46.620462
1359|310|21|2 oz|2022-12-10 17:54:46.626141|2022-12-10 17:54:46.626141
1360|310|138|1 tsp|2022-12-10 17:54:46.632057|2022-12-10 17:54:46.632057
1361|311|21|2 measures|2022-12-10 17:54:46.637805|2022-12-10 17:54:46.637805
1362|311|36|""|2022-12-10 17:54:46.643522|2022-12-10 17:54:46.643522
1363|311|103|""|2022-12-10 17:54:46.648862|2022-12-10 17:54:46.648862
1364|312|21|full glass|2022-12-10 17:54:46.65683|2022-12-10 17:54:46.65683
1365|312|235|About 8 drops|2022-12-10 17:54:46.662486|2022-12-10 17:54:46.662486
1366|313|21|4.5 cl|2022-12-10 17:54:46.668372|2022-12-10 17:54:46.668372
1367|313|30|1.5 cl|2022-12-10 17:54:46.674064|2022-12-10 17:54:46.674064
1368|313|240|2 spoons|2022-12-10 17:54:46.78247|2022-12-10 17:54:46.78247
1369|315|139|1 cup|2022-12-10 17:54:46.788055|2022-12-10 17:54:46.788055
1370|315|21|2 oz|2022-12-10 17:54:46.793775|2022-12-10 17:54:46.793775
1371|315|30|3 tblsp fresh|2022-12-10 17:54:46.799474|2022-12-10 17:54:46.799474
1372|315|241|1/4 cup|2022-12-10 17:54:46.90407|2022-12-10 17:54:46.90407
1373|316|229|Dash|2022-12-10 17:54:46.909737|2022-12-10 17:54:46.909737
1374|316|21|2 shots|2022-12-10 17:54:46.915186|2022-12-10 17:54:46.915186
1375|316|30|Juice of 1|2022-12-10 17:54:46.920622|2022-12-10 17:54:46.920622
1376|316|240|1 tsp|2022-12-10 17:54:46.926089|2022-12-10 17:54:46.926089
1377|316|41|Top|2022-12-10 17:54:46.931181|2022-12-10 17:54:46.931181
1378|319|22|1 oz|2022-12-10 17:54:46.936713|2022-12-10 17:54:46.936713
1379|319|35|1 oz white|2022-12-10 17:54:46.94192|2022-12-10 17:54:46.94192
1380|320|22|1 oz|2022-12-10 17:54:46.948442|2022-12-10 17:54:46.948442
1381|320|96|Top|2022-12-10 17:54:46.955242|2022-12-10 17:54:46.955242
1382|320|78|1 oz|2022-12-10 17:54:46.960956|2022-12-10 17:54:46.960956
1383|320|242|1 oz|2022-12-10 17:54:47.065185|2022-12-10 17:54:47.065185
1384|321|22|1 oz|2022-12-10 17:54:47.070771|2022-12-10 17:54:47.070771
1385|321|103|3 oz|2022-12-10 17:54:47.075993|2022-12-10 17:54:47.075993
1386|321|227|1 oz|2022-12-10 17:54:47.081258|2022-12-10 17:54:47.081258
1387|321|78|3 oz|2022-12-10 17:54:47.08656|2022-12-10 17:54:47.08656
1388|322|22|2 oz|2022-12-10 17:54:47.092242|2022-12-10 17:54:47.092242
1389|322|243|1 oz|2022-12-10 17:54:47.20822|2022-12-10 17:54:47.20822
1390|322|51|5|2022-12-10 17:54:47.213296|2022-12-10 17:54:47.213296
1391|322|244|1 tsp|2022-12-10 17:54:47.315242|2022-12-10 17:54:47.315242
1392|322|245|""|2022-12-10 17:54:47.420036|2022-12-10 17:54:47.420036
1393|323|246|50 ml pure|2022-12-10 17:54:47.522167|2022-12-10 17:54:47.522167
1394|323|25|50 gr|2022-12-10 17:54:47.527333|2022-12-10 17:54:47.527333
1395|323|22|1 bottle|2022-12-10 17:54:47.532676|2022-12-10 17:54:47.532676
1396|323|202|1|2022-12-10 17:54:47.537845|2022-12-10 17:54:47.537845
1397|323|247|1 tblsp|2022-12-10 17:54:47.648025|2022-12-10 17:54:47.648025
1398|324|25|10 tsp|2022-12-10 17:54:47.654249|2022-12-10 17:54:47.654249
1399|324|22|1/2|2022-12-10 17:54:47.659257|2022-12-10 17:54:47.659257
1400|324|70|1/2|2022-12-10 17:54:47.664517|2022-12-10 17:54:47.664517
1401|324|85|1/2 can|2022-12-10 17:54:47.66962|2022-12-10 17:54:47.66962
1402|325|22|1 shot|2022-12-10 17:54:47.674914|2022-12-10 17:54:47.674914
1403|325|36|1 tblsp|2022-12-10 17:54:47.679988|2022-12-10 17:54:47.679988
1404|325|103|Fill with|2022-12-10 17:54:47.685212|2022-12-10 17:54:47.685212
1405|326|22|2 cl|2022-12-10 17:54:47.691399|2022-12-10 17:54:47.691399
1406|326|103|""|2022-12-10 17:54:47.698134|2022-12-10 17:54:47.698134
1407|326|200|1 cl|2022-12-10 17:54:47.703618|2022-12-10 17:54:47.703618
1408|327|139|lots|2022-12-10 17:54:47.709006|2022-12-10 17:54:47.709006
1409|327|248|1 dash|2022-12-10 17:54:47.816803|2022-12-10 17:54:47.816803
1410|327|22|1/3 part|2022-12-10 17:54:47.822456|2022-12-10 17:54:47.822456
1411|327|237|1/3 part|2022-12-10 17:54:47.828514|2022-12-10 17:54:47.828514
1412|327|103|1/3 part|2022-12-10 17:54:47.834246|2022-12-10 17:54:47.834246
1413|328|22|1/3 oz|2022-12-10 17:54:47.840438|2022-12-10 17:54:47.840438
1414|328|105|1/3 oz|2022-12-10 17:54:47.846548|2022-12-10 17:54:47.846548
1415|328|93|1/3 oz|2022-12-10 17:54:47.852527|2022-12-10 17:54:47.852527
1416|330|139|""|2022-12-10 17:54:47.863098|2022-12-10 17:54:47.863098
1417|330|25|""|2022-12-10 17:54:47.871302|2022-12-10 17:54:47.871302
1418|330|22|1 oz|2022-12-10 17:54:47.87845|2022-12-10 17:54:47.87845
1419|330|85|5 oz|2022-12-10 17:54:47.885717|2022-12-10 17:54:47.885717
1420|330|9|1/2 oz|2022-12-10 17:54:47.892606|2022-12-10 17:54:47.892606
1421|330|150|1/2 oz|2022-12-10 17:54:47.899414|2022-12-10 17:54:47.899414
1422|331|22|4 cl|2022-12-10 17:54:47.906755|2022-12-10 17:54:47.906755
1423|331|30|1 dash|2022-12-10 17:54:47.914308|2022-12-10 17:54:47.914308
1424|331|142|""|2022-12-10 17:54:47.920335|2022-12-10 17:54:47.920335
1425|332|22|3 parts|2022-12-10 17:54:47.926046|2022-12-10 17:54:47.926046
1426|332|85|""|2022-12-10 17:54:47.931591|2022-12-10 17:54:47.931591
1427|332|46|6 parts|2022-12-10 17:54:47.937362|2022-12-10 17:54:47.937362
1428|332|48|1 1/2 part|2022-12-10 17:54:47.942958|2022-12-10 17:54:47.942958
1429|332|249|1 part|2022-12-10 17:54:48.050038|2022-12-10 17:54:48.050038
1430|333|40|7 oz|2022-12-10 17:54:48.05606|2022-12-10 17:54:48.05606
1431|333|22|5 oz|2022-12-10 17:54:48.061532|2022-12-10 17:54:48.061532
1432|333|85|1 can|2022-12-10 17:54:48.067229|2022-12-10 17:54:48.067229
1433|333|130|About 1 bottle|2022-12-10 17:54:48.072664|2022-12-10 17:54:48.072664
1434|334|22|2 cl|2022-12-10 17:54:48.078297|2022-12-10 17:54:48.078297
1435|334|96|Fill with|2022-12-10 17:54:48.084046|2022-12-10 17:54:48.084046
1436|334|150|1 cl|2022-12-10 17:54:48.089487|2022-12-10 17:54:48.089487
1437|334|250|1 cl|2022-12-10 17:54:48.201297|2022-12-10 17:54:48.201297
1438|335|139|8 cubes|2022-12-10 17:54:48.208066|2022-12-10 17:54:48.208066
1439|335|22|3 oz|2022-12-10 17:54:48.216491|2022-12-10 17:54:48.216491
1440|335|128|1|2022-12-10 17:54:48.222497|2022-12-10 17:54:48.222497
1441|335|82|1.5 oz|2022-12-10 17:54:48.228137|2022-12-10 17:54:48.228137
1442|335|227|1.5 oz|2022-12-10 17:54:48.233844|2022-12-10 17:54:48.233844
1443|336|56|1 wedge|2022-12-10 17:54:48.23973|2022-12-10 17:54:48.23973
1444|336|22|1 1/2 oz|2022-12-10 17:54:48.246268|2022-12-10 17:54:48.246268
1445|336|48|1 dash|2022-12-10 17:54:48.253003|2022-12-10 17:54:48.253003
1446|336|61|3 oz|2022-12-10 17:54:48.258361|2022-12-10 17:54:48.258361
1447|336|235|2-3 drops|2022-12-10 17:54:48.263691|2022-12-10 17:54:48.263691
1448|336|251|1/2 tsp|2022-12-10 17:54:48.37215|2022-12-10 17:54:48.37215
1449|337|22|10 shots|2022-12-10 17:54:48.377777|2022-12-10 17:54:48.377777
1450|337|252|1 cup|2022-12-10 17:54:48.494591|2022-12-10 17:54:48.494591
1451|337|30|1/2 cup|2022-12-10 17:54:48.500406|2022-12-10 17:54:48.500406
1452|337|197|1 cup|2022-12-10 17:54:48.505706|2022-12-10 17:54:48.505706
1453|337|51|3 cups|2022-12-10 17:54:48.511216|2022-12-10 17:54:48.511216
1454|337|181|12 oz|2022-12-10 17:54:48.516779|2022-12-10 17:54:48.516779
1455|339|22|1/2 oz|2022-12-10 17:54:48.5222|2022-12-10 17:54:48.5222
1456|339|199|1/2 oz|2022-12-10 17:54:48.527941|2022-12-10 17:54:48.527941
1457|339|23|1 1/2 oz|2022-12-10 17:54:48.533149|2022-12-10 17:54:48.533149
1458|339|48|1 tsp|2022-12-10 17:54:48.540554|2022-12-10 17:54:48.540554
1459|339|103|1 oz|2022-12-10 17:54:48.54626|2022-12-10 17:54:48.54626
1460|340|40|1 pint|2022-12-10 17:54:48.551615|2022-12-10 17:54:48.551615
1461|340|195|2 L|2022-12-10 17:54:48.556876|2022-12-10 17:54:48.556876
1462|340|22|1 fifth Smirnoff red label|2022-12-10 17:54:48.562161|2022-12-10 17:54:48.562161
1463|340|77|1 fifth|2022-12-10 17:54:48.567451|2022-12-10 17:54:48.567451
1464|340|48|1 small bottle|2022-12-10 17:54:48.572911|2022-12-10 17:54:48.572911
1465|340|198|2 L|2022-12-10 17:54:48.578193|2022-12-10 17:54:48.578193
1466|341|22|1/2 oz|2022-12-10 17:54:48.584848|2022-12-10 17:54:48.584848
1467|341|78|1/2 oz|2022-12-10 17:54:48.591417|2022-12-10 17:54:48.591417
1468|341|253|1/2 oz|2022-12-10 17:54:48.703708|2022-12-10 17:54:48.703708
1469|341|239|1/2 oz|2022-12-10 17:54:48.709373|2022-12-10 17:54:48.709373
1470|342|22|1/4|2022-12-10 17:54:48.714922|2022-12-10 17:54:48.714922
1471|342|103|1/4|2022-12-10 17:54:48.720327|2022-12-10 17:54:48.720327
1472|342|254|1/4|2022-12-10 17:54:48.828128|2022-12-10 17:54:48.828128
1473|342|227|1/4|2022-12-10 17:54:48.833513|2022-12-10 17:54:48.833513
1474|344|22|1/2 oz|2022-12-10 17:54:48.838919|2022-12-10 17:54:48.838919
1475|344|26|1 oz|2022-12-10 17:54:48.844166|2022-12-10 17:54:48.844166
1476|344|213|5 oz|2022-12-10 17:54:48.849433|2022-12-10 17:54:48.849433
1477|345|56|Juice of 1/2|2022-12-10 17:54:48.854865|2022-12-10 17:54:48.854865
1478|345|22|1 oz|2022-12-10 17:54:48.860381|2022-12-10 17:54:48.860381
1479|345|255|1/2 oz|2022-12-10 17:54:48.970446|2022-12-10 17:54:48.970446
1480|345|78|1 splash|2022-12-10 17:54:48.976202|2022-12-10 17:54:48.976202
1481|346|22|5 cl|2022-12-10 17:54:48.982088|2022-12-10 17:54:48.982088
1482|346|26|1 cl|2022-12-10 17:54:48.987449|2022-12-10 17:54:48.987449
1483|346|49|1 dash|2022-12-10 17:54:48.995834|2022-12-10 17:54:48.995834
1484|347|256|3|2022-12-10 17:54:49.106281|2022-12-10 17:54:49.106281
1485|347|257|1 tsp|2022-12-10 17:54:49.204435|2022-12-10 17:54:49.204435
1486|347|258|1 Sprig|2022-12-10 17:54:49.310915|2022-12-10 17:54:49.310915
1487|347|22|2 oz|2022-12-10 17:54:49.316926|2022-12-10 17:54:49.316926
1488|347|161|Top|2022-12-10 17:54:49.322793|2022-12-10 17:54:49.322793
1489|347|153|2 dashes|2022-12-10 17:54:49.32946|2022-12-10 17:54:49.32946
1490|348|22|1/2 oz|2022-12-10 17:54:49.335848|2022-12-10 17:54:49.335848
1491|348|94|1/2 oz|2022-12-10 17:54:49.341899|2022-12-10 17:54:49.341899
1492|348|221|1/2 oz|2022-12-10 17:54:49.347971|2022-12-10 17:54:49.347971
1493|349|22|4.5 cl|2022-12-10 17:54:49.35594|2022-12-10 17:54:49.35594
1494|349|47|1.5 cl|2022-12-10 17:54:49.361824|2022-12-10 17:54:49.361824
1495|349|259|1.5 cl|2022-12-10 17:54:49.469309|2022-12-10 17:54:49.469309
1496|350|22|1 1/2 oz|2022-12-10 17:54:49.475617|2022-12-10 17:54:49.475617
1497|350|41|3 oz|2022-12-10 17:54:49.481538|2022-12-10 17:54:49.481538
1498|351|22|1 oz|2022-12-10 17:54:49.487668|2022-12-10 17:54:49.487668
1499|351|65|1/2 oz|2022-12-10 17:54:49.493454|2022-12-10 17:54:49.493454
1500|351|103|4 oz|2022-12-10 17:54:49.49913|2022-12-10 17:54:49.49913
1501|352|22|1 1/2 oz|2022-12-10 17:54:49.506542|2022-12-10 17:54:49.506542
1502|352|260|6 oz|2022-12-10 17:54:49.622656|2022-12-10 17:54:49.622656
1503|352|48|to taste|2022-12-10 17:54:49.62866|2022-12-10 17:54:49.62866
1504|353|22|1 shot|2022-12-10 17:54:49.635417|2022-12-10 17:54:49.635417
1505|353|26|1 shot|2022-12-10 17:54:49.641414|2022-12-10 17:54:49.641414
1506|353|104|1 dash|2022-12-10 17:54:49.647224|2022-12-10 17:54:49.647224
1507|353|261|Fill with|2022-12-10 17:54:49.768901|2022-12-10 17:54:49.768901
1508|354|262|3 packages|2022-12-10 17:54:49.871947|2022-12-10 17:54:49.871947
1509|354|22|2 cups|2022-12-10 17:54:49.877309|2022-12-10 17:54:49.877309
1510|354|70|3 cups|2022-12-10 17:54:49.883145|2022-12-10 17:54:49.883145
1511|355|60|Garnish with|2022-12-10 17:54:49.889276|2022-12-10 17:54:49.889276
1512|355|22|1 1/2 oz|2022-12-10 17:54:49.895106|2022-12-10 17:54:49.895106
1513|355|49|1 tsp|2022-12-10 17:54:49.903577|2022-12-10 17:54:49.903577
1514|356|22|1/2 oz|2022-12-10 17:54:49.912031|2022-12-10 17:54:49.912031
1515|356|225|1/2 oz Grape|2022-12-10 17:54:49.923405|2022-12-10 17:54:49.923405
1516|357|22|1 shot|2022-12-10 17:54:49.931971|2022-12-10 17:54:49.931971
1517|357|142|1/3 cup|2022-12-10 17:54:49.939613|2022-12-10 17:54:49.939613
1518|357|154|Top|2022-12-10 17:54:49.947295|2022-12-10 17:54:49.947295
1519|357|191|2 tsp|2022-12-10 17:54:49.954835|2022-12-10 17:54:49.954835
1520|359|22|2 oz|2022-12-10 17:54:49.962923|2022-12-10 17:54:49.962923
1521|359|130|8 oz|2022-12-10 17:54:49.971276|2022-12-10 17:54:49.971276
1522|359|30|2 oz|2022-12-10 17:54:49.978122|2022-12-10 17:54:49.978122
1523|360|139|Over|2022-12-10 17:54:49.985181|2022-12-10 17:54:49.985181
1524|360|40|1 oz|2022-12-10 17:54:49.991368|2022-12-10 17:54:49.991368
1525|360|208|1 package|2022-12-10 17:54:49.997061|2022-12-10 17:54:49.997061
1526|360|22|1 oz|2022-12-10 17:54:50.002626|2022-12-10 17:54:50.002626
1527|360|103|4 oz|2022-12-10 17:54:50.009454|2022-12-10 17:54:50.009454
1528|361|22|1 oz|2022-12-10 17:54:50.016519|2022-12-10 17:54:50.016519
1529|361|26|1 oz|2022-12-10 17:54:50.021859|2022-12-10 17:54:50.021859
1530|361|263|1|2022-12-10 17:54:50.127495|2022-12-10 17:54:50.127495
1531|361|228|2 scoops|2022-12-10 17:54:50.13319|2022-12-10 17:54:50.13319
1532|361|189|1 oz|2022-12-10 17:54:50.138629|2022-12-10 17:54:50.138629
1533|362|22|1 shot|2022-12-10 17:54:50.144727|2022-12-10 17:54:50.144727
1534|362|49|1/2 shot|2022-12-10 17:54:50.150155|2022-12-10 17:54:50.150155
1535|362|264|Full Glass|2022-12-10 17:54:50.250821|2022-12-10 17:54:50.250821
1536|363|22|2 cups|2022-12-10 17:54:50.256466|2022-12-10 17:54:50.256466
1537|363|96|1 L|2022-12-10 17:54:50.261959|2022-12-10 17:54:50.261959
1538|363|265|2 cups|2022-12-10 17:54:50.369352|2022-12-10 17:54:50.369352
1539|364|22|1750 ml|2022-12-10 17:54:50.375254|2022-12-10 17:54:50.375254
1540|364|77|750 ml|2022-12-10 17:54:50.380647|2022-12-10 17:54:50.380647
1541|364|103|1 gal|2022-12-10 17:54:50.386268|2022-12-10 17:54:50.386268
1542|364|227|1750 ml|2022-12-10 17:54:50.391938|2022-12-10 17:54:50.391938
1543|364|78|1 gal|2022-12-10 17:54:50.397524|2022-12-10 17:54:50.397524
1544|365|22|2 oz|2022-12-10 17:54:50.405941|2022-12-10 17:54:50.405941
1545|365|103|4 oz|2022-12-10 17:54:50.412142|2022-12-10 17:54:50.412142
1546|365|266|2 oz|2022-12-10 17:54:50.51869|2022-12-10 17:54:50.51869
1547|365|78|4 oz|2022-12-10 17:54:50.524793|2022-12-10 17:54:50.524793
1548|366|56|1 cl|2022-12-10 17:54:50.531397|2022-12-10 17:54:50.531397
1549|366|22|3 cl|2022-12-10 17:54:50.537522|2022-12-10 17:54:50.537522
1550|366|196|3 cl|2022-12-10 17:54:50.543435|2022-12-10 17:54:50.543435
1551|366|192|1 shot|2022-12-10 17:54:50.549815|2022-12-10 17:54:50.549815
1552|366|264|1 cl|2022-12-10 17:54:50.555738|2022-12-10 17:54:50.555738
1553|367|22|2.5 cl|2022-12-10 17:54:50.56168|2022-12-10 17:54:50.56168
1554|367|48|2.5 cl|2022-12-10 17:54:50.570157|2022-12-10 17:54:50.570157
1555|367|49|1 cl|2022-12-10 17:54:50.576872|2022-12-10 17:54:50.576872
1556|367|100|1.5 cl|2022-12-10 17:54:50.583147|2022-12-10 17:54:50.583147
1557|368|22|2 cl|2022-12-10 17:54:50.589551|2022-12-10 17:54:50.589551
1558|368|36|""|2022-12-10 17:54:50.595506|2022-12-10 17:54:50.595506
1559|368|103|""|2022-12-10 17:54:50.601722|2022-12-10 17:54:50.601722
1560|368|200|2 cl|2022-12-10 17:54:50.608023|2022-12-10 17:54:50.608023
1561|369|22|1 oz|2022-12-10 17:54:50.616912|2022-12-10 17:54:50.616912
1562|369|26|1/2 oz|2022-12-10 17:54:50.623306|2022-12-10 17:54:50.623306
1563|369|189|1 1/2 oz|2022-12-10 17:54:50.629453|2022-12-10 17:54:50.629453
1564|370|22|2 oz|2022-12-10 17:54:50.635449|2022-12-10 17:54:50.635449
1565|370|103|""|2022-12-10 17:54:50.641449|2022-12-10 17:54:50.641449
1566|371|22|1 1/2 oz|2022-12-10 17:54:50.647649|2022-12-10 17:54:50.647649
1567|371|78|4 oz|2022-12-10 17:54:50.653559|2022-12-10 17:54:50.653559
1568|371|41|1 oz|2022-12-10 17:54:50.659257|2022-12-10 17:54:50.659257
1569|372|22|1 oz|2022-12-10 17:54:50.667558|2022-12-10 17:54:50.667558
1570|372|103|""|2022-12-10 17:54:50.674545|2022-12-10 17:54:50.674545
1571|372|227|3/4 oz|2022-12-10 17:54:50.68086|2022-12-10 17:54:50.68086
1572|372|78|""|2022-12-10 17:54:50.68707|2022-12-10 17:54:50.68707
1573|373|22|1 1/2 cup|2022-12-10 17:54:50.692916|2022-12-10 17:54:50.692916
1574|373|70|3 cans|2022-12-10 17:54:50.69877|2022-12-10 17:54:50.69877
1575|373|85|1 can|2022-12-10 17:54:50.704395|2022-12-10 17:54:50.704395
1576|374|22|1 oz|2022-12-10 17:54:50.710746|2022-12-10 17:54:50.710746
1577|374|267|1 oz|2022-12-10 17:54:50.819731|2022-12-10 17:54:50.819731
1578|374|174|Garnish with|2022-12-10 17:54:50.825594|2022-12-10 17:54:50.825594
1579|374|268|1 tsp|2022-12-10 17:54:50.931215|2022-12-10 17:54:50.931215
1580|374|269|1 oz|2022-12-10 17:54:51.04207|2022-12-10 17:54:51.04207
1581|374|153|Dash|2022-12-10 17:54:51.048058|2022-12-10 17:54:51.048058
1582|375|3|6 cl|2022-12-10 17:54:51.053644|2022-12-10 17:54:51.053644
1583|375|22|1.5 cl|2022-12-10 17:54:51.059105|2022-12-10 17:54:51.059105
1584|375|170|0.75 cl|2022-12-10 17:54:51.064728|2022-12-10 17:54:51.064728
1585|376|22|1 1/2 oz|2022-12-10 17:54:51.070238|2022-12-10 17:54:51.070238
1586|376|73|1 slice|2022-12-10 17:54:51.0761|2022-12-10 17:54:51.0761
1587|376|81|3 oz unsweetened|2022-12-10 17:54:51.081395|2022-12-10 17:54:51.081395
1588|376|48|3 oz|2022-12-10 17:54:51.088802|2022-12-10 17:54:51.088802
1589|376|138|1 tsp|2022-12-10 17:54:51.0961|2022-12-10 17:54:51.0961
1590|377|22|2 oz|2022-12-10 17:54:51.103409|2022-12-10 17:54:51.103409
1591|377|161|""|2022-12-10 17:54:51.110008|2022-12-10 17:54:51.110008
1592|378|139|""|2022-12-10 17:54:51.116744|2022-12-10 17:54:51.116744
1593|378|22|2 oz|2022-12-10 17:54:51.122689|2022-12-10 17:54:51.122689
1594|378|146|""|2022-12-10 17:54:51.128634|2022-12-10 17:54:51.128634
1595|378|270|2 oz|2022-12-10 17:54:51.222441|2022-12-10 17:54:51.222441
1596|378|204|2 oz|2022-12-10 17:54:51.228012|2022-12-10 17:54:51.228012
1597|399|26|1 oz|2022-12-10 17:54:51.233848|2022-12-10 17:54:51.233848
1598|399|36|1 dash|2022-12-10 17:54:51.239271|2022-12-10 17:54:51.239271
1599|399|148|1 oz Bacardi|2022-12-10 17:54:51.244807|2022-12-10 17:54:51.244807
1600|380|22|2 oz|2022-12-10 17:54:51.250407|2022-12-10 17:54:51.250407
1601|380|245|""|2022-12-10 17:54:51.256274|2022-12-10 17:54:51.256274
1602|381|22|1 1/2 shot|2022-12-10 17:54:51.262343|2022-12-10 17:54:51.262343
1603|381|96|1 cup|2022-12-10 17:54:51.270489|2022-12-10 17:54:51.270489
1604|381|30|1/2 shot|2022-12-10 17:54:51.278197|2022-12-10 17:54:51.278197
1605|382|22|4 cl|2022-12-10 17:54:51.284966|2022-12-10 17:54:51.284966
1606|382|128|1 Slice|2022-12-10 17:54:51.290954|2022-12-10 17:54:51.290954
1607|382|161|10 cl|2022-12-10 17:54:51.296152|2022-12-10 17:54:51.296152
1608|383|22|1 shot|2022-12-10 17:54:51.301522|2022-12-10 17:54:51.301522
1609|383|142|Fill with|2022-12-10 17:54:51.309575|2022-12-10 17:54:51.309575
1610|383|239|1 shot|2022-12-10 17:54:51.31784|2022-12-10 17:54:51.31784
1611|384|67|1/4 oz|2022-12-10 17:54:51.325541|2022-12-10 17:54:51.325541
1612|384|22|1 1/4 oz Stoli|2022-12-10 17:54:51.331649|2022-12-10 17:54:51.331649
1613|385|26|1/3 part|2022-12-10 17:54:51.338231|2022-12-10 17:54:51.338231
1614|385|271|1/3 part|2022-12-10 17:54:51.450437|2022-12-10 17:54:51.450437
1615|385|189|1/3 part|2022-12-10 17:54:51.456296|2022-12-10 17:54:51.456296
1616|387|208|""|2022-12-10 17:54:51.46238|2022-12-10 17:54:51.46238
1617|387|68|4 cl hot|2022-12-10 17:54:51.468591|2022-12-10 17:54:51.468591
1618|387|26|1 cl|2022-12-10 17:54:51.474444|2022-12-10 17:54:51.474444
1619|387|271|1 1/2|2022-12-10 17:54:51.480229|2022-12-10 17:54:51.480229
1620|387|189|1 cl|2022-12-10 17:54:51.486171|2022-12-10 17:54:51.486171
1621|388|208|Fill with|2022-12-10 17:54:51.493465|2022-12-10 17:54:51.493465
1622|388|26|1 shot|2022-12-10 17:54:51.501141|2022-12-10 17:54:51.501141
1623|388|223|1 shot|2022-12-10 17:54:51.507307|2022-12-10 17:54:51.507307
1624|389|26|1/4|2022-12-10 17:54:51.513516|2022-12-10 17:54:51.513516
1625|389|152|1/3|2022-12-10 17:54:51.519507|2022-12-10 17:54:51.519507
1626|389|189|1/3|2022-12-10 17:54:51.52532|2022-12-10 17:54:51.52532
1627|390|26|1/3 shot|2022-12-10 17:54:51.531181|2022-12-10 17:54:51.531181
1628|390|94|1/3 shot|2022-12-10 17:54:51.538517|2022-12-10 17:54:51.538517
1629|390|152|1/3 shot|2022-12-10 17:54:51.545773|2022-12-10 17:54:51.545773
1630|391|50|8 oz|2022-12-10 17:54:51.551933|2022-12-10 17:54:51.551933
1631|391|26|2 oz|2022-12-10 17:54:51.557739|2022-12-10 17:54:51.557739
1632|391|228|2 scoops|2022-12-10 17:54:51.564186|2022-12-10 17:54:51.564186
1633|392|26|2 1/2 oz|2022-12-10 17:54:51.569959|2022-12-10 17:54:51.569959
1634|392|189|1/2 oz|2022-12-10 17:54:51.57575|2022-12-10 17:54:51.57575
1635|393|50|to fill|2022-12-10 17:54:51.581555|2022-12-10 17:54:51.581555
